WTM624;5:00;1
TGV201;5:15;1
WTL311;5:30;1
TGU802;5:45;1
WTM202;6:00;1
WTM654;6:08;1
WTM078;6:16;1
WTM043;6:24;1
SYR199;6:32;1
SLV118;6:40;1
WTM264;6:48;1
WTN457;6:56;1
WTL623;7:04;1
WTN077;7:12;1
WTP684;5:25;2
WTQ217;5:32;2
WTO952;5:39;2
WTM649;5:46;2
WTO991;5:53;2
WTO771;6:00;2
WTM353;6:06;2
WTM952;6:12;2
WTQ267;6:18;2
WTN314;6:24;2
TGV418;6:30;2
WTN069;6:36;2
WTM083;6:42;2
WTQ004;6:48;2
WOZ340;6:54;2
WTP002;7:00;2
WTL018;7:06;2
WTM819;7:12;2
TGV110;5:00;4
WTP029;5:08;4
WTM073;5:16;4
WTL554;5:24;4
WTL514;5:32;4
VBZ038;5:40;4
WTL378;5:48;4
WTL308;5:56;4
WTL458;6:04;4
WTM123;6:12;4
WTQ001;5:00;4
TGV029;5:08;4
WTL498;5:16;4
WTP981;5:24;4
WTO942;5:32;4
WOZ188;5:40;4
TGU719;5:48;4
TGU817;5:56;4
WTO479;6:04;4
WTO107;6:12;4
WTL164;5:00;6
TGV209;5:07;6
WTM967;5:14;6
WTO802;5:21;6
TGU474;5:26;6
VIZ563;5:31;6
WTQ350;5:36;6
WTQ057;5:41;6
WTO141;5:46;6
WTP058;5:51;6
WTQ470;5:56;6
TGU464;6:01;6
WTP479;6:06;6
WTN161;5:00;6
WTP568;5:06;6
WTN717;5:12;6
TGU210;5:18;6
TGM348;5:24;6
WTK923;5:30;6
WTL504;5:35;6
WTP088;5:40;6
WTO812;5:45;6
WTM120;5:50;6
WTQ551;5:55;6
WTO017;6:00;6
WTO712;6:05;6
WTM532;6:10;6
WTQ339;6:15;6
WTL224;6:20;6
WTM341;6:25;6
WOZ433;6:30;6
WTL564;6:35;6
WTN159;6:40;6
WTQ532;5:00;8
WOZ219;5:05;8
WTQ312;5:10;8
WTN678;5:15;8
WTL723;5:20;8
WTQ607;5:24;8
WTN064;5:28;8
WTQ133;5:32;8
WTQ432;5:36;8
WTQ507;5:40;8
WTQ610;5:44;8
WTQ291;5:48;8
WTM044;5:51;8
TGU803;5:54;8
WTN798;5:57;8
WTL642;6:00;8
WOZ470;6:03;8
WTP979;6:06;8
WTL184;6:09;8
WTN804;6:12;8
WTN410;6:15;8
WTP851;6:18;8
XYC999;6:21;8
WTN741;6:24;8
WOZ427;6:27;8
WOZ213;6:30;8
WTO798;6:33;8
WTO529;6:36;8
WTN544;6:39;8
WTL750;6:42;8
WTQ392;6:45;8
WTN738;6:48;8
WTM243;6:51;8
WTL773;6:54;8
SMR013;6:57;8
WTO370;7:00;8
WTQ317;7:03;8
WTP360;7:06;8
WTO713;7:09;8
WTM823;7:12;8
WTP531;5:00;9
WTL403;5:07;9
WTL264;5:14;9
WTL274;5:21;9
WTL653;5:28;9
WTP931;5:34;9
WTL633;5:40;9
WTP821;5:46;9
WTL354;5:52;9
WTL837;5:58;9
WTP861;6:04;9
WOZ190;6:10;9
TGV370;6:16;9
WTL294;6:22;9
WTO602;6:28;9
WTL293;6:34;9
TGU738;6:40;9
WTO089;6:46;9
WTL727;6:52;9
WTL384;6:58;9
TGU717;7:04;9
TGU728;7:10;9
WTQ377;7:16;9
WTO462;7:22;9
WTO601;4:40;11
WTL263;4:46;11
WTM882;4:52;11
WTQ078;4:58;11
TGU624;5:04;11
WTL573;5:10;11
WTN612;5:16;11
WTQ370;5:22;11
WTM962;5:28;11
WTQ514;5:34;11
WTQ378;5:40;11
WTQ288;5:44;11
WTN531;5:48;11
TGU780;5:52;11
WTN611;5:56;11
WTP824;6:00;11
WTQ087;6:04;11
WTN689;6:08;11
WTO747;6:12;11
WTP948;6:16;11
TGU334;6:20;11
TGU774;6:23;11
WTQ077;6:26;11
WTM132;6:29;11
WTN871;6:32;11
WTQ360;6:35;11
WTN101;6:38;11
WTN597;6:41;11
WTN429;6:44;11
WTQ398;6:47;11
WTM782;6:50;11
WTQ249;6:54;11
TGU574;6:58;11
WTM122;7:02;11
WTK963;7:06;11
WTN439;7:10;11
WTP817;7:14;11
TGU718;7:18;11
WTQ728;5:00;14
WTM249;5:06;14
WTO274;5:12;14
WTQ163;5:18;14
WTM599;5:24;14
WTL289;5:30;14
WTO192;5:36;14
WTL189;5:42;14
WOZ333;5:47;14
WTP807;5:52;14
WTL349;5:57;14
WTN512;6:02;14
WTO084;6:07;14
WTM539;6:12;14
WTQ117;6:17;14
WTQ167;6:22;14
WTM951;6:27;14
WTQ380;6:32;14
WTP157;6:37;14
WTQ068;6:42;14
WTL019;6:47;14
WTL219;6:52;14
WTN001;6:57;14
WTO827;7:02;14
WTQ098;7:07;14
WTM791;5:00;15
WTN082;5:12;15
WTO014;5:24;15
WTP018;5:36;15
WTO064;5:48;15
WTO817;6:00;15
TGU779;6:10;15
WTP010;6:20;15
WTM761;6:30;15
WTN627;6:37;15
WTP318;6:44;15
WTN292;6:51;15
WTN424;6:58;15
WTN787;7:05;15
WTQ799;7:15;15
WTO803;7:25;15
WTN729;5:00;17
WTO494;5:12;17
WTO979;5:24;17
WTO383;5:36;17
WTP089;5:48;17
WTN278;6:00;17
WTP809;6:09;17
WTN257;6:18;17
WTM574;6:27;17
WTO493;6:36;17
WTN969;6:45;17
WTQ049;6:52;17
WTO388;6:59;17
WTN357;7:06;17
WTM530;7:13;17
WTN577;7:20;17
WTO079;7:27;17
WTM228;7:34;17
WTM360;7:41;17
WTN253;7:48;17
WTO147;5:00;18
WTM039;5:06;18
WTQ591;5:12;18
WOZ428;5:18;18
WTK844;5:24;18
WTO782;5:30;18
WTM531;5:36;18
WTL649;5:42;18
WTM040;5:48;18
WTQ307;5:53;18
WTO759;5:58;18
WTM533;6:03;18
WTQ463;6:08;18
WTP552;6:13;18
WOZ434;6:18;18
WTQ212;6:23;18
WTO501;6:28;18
WTQ012;6:33;18
WTL660;6:38;18
WTO869;6:43;18
WTP662;6:48;18
WTO814;6:53;18
WTO962;6:58;18
WTM161;7:03;18
WTQ761;7:08;18
WTL624;7:13;18
WTP022;7:18;18
WTP742;7:23;18
WTQ608;7:28;18
WTP952;7:33;18
WTK924;7:38;18
WTL643;7:43;18
WTL802;5:00;19
WTP068;5:06;19
WTM891;5:12;19
WTM052;5:18;19
WTL572;5:24;19
WTM681;5:30;19
WTP570;5:35;19
WTQ020;5:40;19
WTM121;5:45;19
TGU783;5:50;19
WTP550;5:55;19
TGU333;6:00;19
WTL602;6:05;19
WTQ184;6:10;19
WTM809;6:15;19
WTQ034;6:20;19
WTM869;5:14;19
TGU623;5:19;19
WTM191;5:24;19
WTP000;5:29;19
WTL479;5:34;19
WTO788;5:39;19
WTL519;5:44;19
WTL737;5:49;19
WTO838;5:54;19
WTP454;6:00;19
WTL281;6:06;19
WTL697;6:12;19
WTQ194;6:18;19
WTP228;6:24;19
WTL101;5:00;20
WTL149;5:10;20
WTO378;5:20;20
WTO580;5:30;20
WTL359;5:38;20
WTL512;5:46;20
WTQ343;5:54;20
WTO048;6:02;20
WTO800;6:09;20
WTL221;6:16;20
WTL497;6:23;20
WTL169;6:30;20
WTL472;6:36;20
WTN280;6:42;20
WTO880;6:48;20
WOZ339;4:48;21
WTL644;4:54;21
TGV413;5:00;21
WTN491;5:05;21
WTL443;5:10;21
WTQ129;5:15;21
WTN523;5:20;21
WTN921;5:25;21
WTP233;5:30;21
WTO282;5:34;21
WTN368;5:38;21
WTO873;5:42;21
WTL449;5:46;21
WTL454;5:50;21
WTO502;5:54;21
WTL457;5:58;21
WTP940;6:02;21
WTL694;6:06;21
WTN733;6:10;21
WTP743;6:13;21
WTM722;6:16;21
WTO148;6:19;21
WTM732;6:22;21
WTM621;6:25;21
TGV419;6:28;21
WTN550;6:31;21
WTQ159;6:34;21
WTL207;6:37;21
WTP808;6:40;21
WTO994;6:43;21
WTM691;6:46;21
TGV109;6:49;21
WTM470;6:52;21
WTN004;5:00;22
WTM904;5:08;22
WTM857;5:16;22
WTM731;5:24;22
WTP458;5:32;22
WTM262;5:40;22
WTO233;5:46;22
WTN274;5:52;22
WTN124;5:58;22
WTM847;6:04;22
WTM727;6:10;22
WTM241;6:15;22
WTO993;6:20;22
WTM751;6:25;22
WTM211;6:30;22
WTN367;6:35;22
WTM332;6:40;22
WTO893;6:45;22
WTP468;6:50;22
WOZ489;6:55;22
WTO870;7:00;22
TGU809;7:05;22
WTP200;7:10;22
WTO433;5:00;23
WTM017;5:07;23
WTM344;5:14;23
WTM637;5:21;23
WTQ269;5:28;23
WTM451;5:35;23
WTM874;5:42;23
WTO918;5:48;23
WTM392;5:54;23
WTM107;6:00;23
WTQ319;6:06;23
WTO850;6:12;23
WTO263;6:18;23
WTM094;6:24;23
WTM331;6:30;23
WTQ789;6:35;23
WTM342;6:40;23
WTM362;6:45;23
WTM351;6:50;23
WTM352;6:55;23
WTO333;7:00;23
WTQ239;7:05;23
WTM611;7:10;23
WTM237;7:15;23
WTO168;7:20;23
WTO278;7:25;23
WTO428;7:30;23
WOZ191;5:00;24
WTO644;5:10;24
WTN554;5:20;24
WTN688;5:30;24
WOZ189;5:37;24
TGV369;5:44;24
WTN238;5:51;24
WTQ309;5:58;24
WTL372;6:05;24
WTN160;6:12;24
WTQ313;6:19;24
WTN270;6:26;24
WTO654;6:32;24
WTL362;6:38;24
WTL377;6:44;24
WTN664;6:50;24
WTQ303;6:56;24
WTQ538;5:20;28
WTO301;5:28;28
WTM773;5:36;28
WTQ301;5:44;28
WTM184;5:52;28
WTO760;6:00;28
WTN900;6:08;28
WTN547;6:16;28
WTM737;6:23;28
WTM232;6:30;28
WTP520;6:37;28
WTM534;6:44;28
WTQ321;6:51;28
WTN557;6:58;28
WTQ580;7:05;28
WTO761;7:12;28
WTM167;7:19;28
SMA673;7:26;28
WTO793;7:33;28
WTN702;7:40;28
WTN233;7:47;28
WTN252;7:54;28
WTM903;8:01;28
WTN163;8:08;28
WTL731;6:00;29
WTL441;6:30;29
WTL722;7:00;29
WTM162;5:40;29
WTN003;6:10;29
WTN230;6:40;29
WTM157;5:00;31
WTN119;5:08;31
WTM133;5:16;31
SAK327;5:24;31
WTN209;5:32;31
WTM218;5:40;31
WTN067;5:47;31
WTM980;5:54;31
WTN299;6:01;31
XYD038;6:08;31
WTM087;6:15;31
WTL363;6:22;31
WTM399;6:29;31
WTL743;6:36;31
WTL228;6:43;31
WTL744;6:50;31
WTN120;6:57;31
WTL538;7:04;31
WTQ123;5:00;33
WTN198;5:10;33
WTQ053;5:20;33
TGU801;5:30;33
WTM158;5:40;33
WTN108;5:50;33
WTL062;6:00;33
WTN154;6:08;33
WTL112;6:16;33
WTN194;6:24;33
WTQ039;6:32;33
WTN150;6:39;33
WTM220;6:46;33
WTL357;6:53;33
WTP109;5:00;35
WTL094;5:08;35
WTM850;5:16;35
WTN248;5:24;35
TGV207;5:32;35
WTN008;5:40;35
WTP319;5:48;35
TGV204;5:56;35
WTN030;6:04;35
WTM758;6:12;35
WTM743;6:20;35
WTL161;6:28;35
TGV107;6:36;35
WTM880;6:44;35
WTL084;6:52;35
WTN038;7:00;35
WTL312;7:08;35
WOZ297;7:16;35
WTL732;7:24;35
WTP969;7:32;35
WTP039;7:40;35
WTL211;7:48;35
WTN093;5:00;37
WTM103;5:06;37
WTM817;5:12;37
WTQ152;5:18;37
WTO061;5:24;37
WTN791;5:30;37
WTN330;5:36;37
WTL322;5:42;37
TGV394;5:48;37
WTQ572;5:53;37
WTN099;5:58;37
WTM939;6:03;37
WTL222;6:08;37
WTL027;6:13;37
WTN121;6:18;37
WTQ218;6:23;37
WTM889;6:28;37
WTL542;6:33;37
WTQ794;6:38;37
WTM233;6:43;37
WTQ298;6:48;37
WTQ474;6:53;37
WTN260;6:58;37
WTL812;7:03;37
WTL237;7:08;37
WTN731;7:13;37
WTN333;5:00;40
WTO859;5:05;40
WTN959;5:10;40
WTM048;5:15;40
WTQ344;5:20;40
WTN369;5:25;40
WTM183;5:30;40
WTL408;5:35;40
WTL733;5:40;40
WTL111;5:44;40
WOZ222;5:48;40
WTM730;5:52;40
TGU811;5:56;40
WTL152;6:00;40
WTQ364;6:04;40
WTL282;6:08;40
WTM520;6:12;40
WTL102;6:16;40
WTM690;6:20;40
WOZ332;6:24;40
WTM270;6:27;40
WTM250;6:30;40
WTK972;6:33;40
WTM863;6:36;40
WTL182;6:39;40
WTM513;6:42;40
TGV371;6:45;40
WTO029;6:48;40
WTM750;6:51;40
WTQ754;6:54;40
TGU787;6:57;40
WTL061;7:00;40
WTL548;7:03;40
WTQ374;7:06;40
TGU907;7:09;40
WTP992;7:12;40
WTN519;7:15;40
WOZ341;7:12;40
WTM238;7:16;40
WTL409;5:00;43
WTP975;5:06;43
WTL128;5:12;43
WTM710;5:18;43
TGU212;5:24;43
WTL109;5:30;43
TGU207;5:35;43
WTL383;5:40;43
WTL829;5:45;43
WTL759;5:50;43
TGU202;5:55;43
WTQ497;6:00;43
TGU569;6:04;43
WTN011;6:08;43
WTL583;6:12;43
WTL647;6:16;43
WTM079;6:20;43
WTL288;6:24;43
TGU724;6:28;43
WTL788;6:32;43
WTM720;6:36;43
WTL249;6:40;43
WTN158;6:44;43
WTQ404;6:48;43
WTN061;6:52;43
WTP988;6:56;43
WTL213;7:00;43
WTL607;7:04;43
WTQ244;7:08;43
UYP607;7:12;43
WTM119;7:16;43
WTM201;7:20;43
WTP217;5:00;48
WTL331;5:10;48
WTL050;5:20;48
UTW710;5:30;48
WTM483;5:40;48
WTO693;5:48;48
WTN084;5:56;48
WTN884;6:04;48
WTL611;6:12;48
WTM153;6:20;48
WTO997;6:28;48
WTP241;6:36;48
WTQ023;6:44;48
WTL502;6:52;48
WTO354;7:00;48
WTL790;7:08;48
WTN094;7:16;48
WTM864;7:24;48
WTL520;7:32;48
WTQ512;7:40;48
WTL453;7:48;48
TGU910;7:56;48
WTM138;5:00;50
WTQ013;5:10;50
WTN024;5:20;50
WTO973;5:29;50
WTL327;5:38;50
WTM058;5:47;50
WTL297;5:56;50
WTM140;6:04;50
WTM808;6:12;50
TGU771;6:20;50
WTM340;6:28;50
WTQ079;6:36;50
TGU781;6:44;50
WTM868;6:52;50
TGU722;7:00;50
WTM728;7:08;50
WTN104;7:16;50
WTQ657;5:00;53
WTN289;5:10;53
WTP132;5:20;53
WOZ223;5:30;53
WTQ051;5:38;53
WTQ214;5:46;53
WTM190;5:54;53
WTQ391;6:02;53
WTL290;6:10;53
WTM713;6:18;53
WTL268;6:26;53
WTL028;6:34;53
WTP422;6:42;53
WTQ234;6:50;53
WTL708;5:03;82
WTM684;5:08;82
WTL698;5:13;82
WTQ379;5:18;82
WTQ541;5:23;82
WTQ221;5:28;82
WTO363;5:33;82
WTQ211;5:38;82
WTQ131;5:43;82
WTN083;5:48;82
WTL638;5:53;82
WTL728;5:57;82
WTL710;6:01;82
WTP119;6:05;82
WTM683;5:00;82
WTL570;5:05;82
WTL197;5:10;82
WTM343;5:15;82
WTP962;5:20;82
WTQ452;5:25;82
WTL584;5:30;82
WTL738;5:35;82
WTL784;5:40;82
WTN143;5:45;82
WTL578;5:50;82
WTL720;5:55;82
WTL340;6:00;82
WTL762;6:04;82
WTL610;6:08;82
WTO083;6:12;82
WTL360;6:16;82
WTQ359;6:20;82
WTL824;6:24;82
WTL267;6:28;82
WTM824;6:32;82
WTP322;6:36;82
WTQ121;6:40;82
WTQ251;6:44;82
WTQ029;6:48;82
TGU397;5:00;90
WTN674;5:07;90
WTN599;5:14;90
WTQ223;5:20;90
WTP072;5:26;90
WTM244;5:32;90
WTM260;5:38;90
WTQ609;5:44;90
TGU203;5:50;90
WTN892;5:56;90
SMR022;6:02;90
WTN431;6:08;90
WTN404;6:14;90
UTX559;6:20;90
WTL041;6:26;90
WTM110;6:32;90
WTL751;6:38;90
WTL300;6:44;90
TGU211;6:50;90
WTL153;6:56;90
TGU208;7:02;90
WTO172;7:08;90
WTL501;7:14;90
WTN607;7:20;90
WTM894;5:30;91
WTP194;5:30;92
WTM862;6:00;92
WTL513;5:45;93
TGV414;5:30;94
;;
